
······ Experiment Configuration ······ 
- # Packages: 100, seeds: 1234, 2345, 3456, 4567, 5678, 6789, 7890, 8901, 9012, 123, 
- Proportion: 1.2, seeds: 1234, 2345, 3456, 4567, 5678, 6789, 7890, 8901, 9012, 123, 
······································

Steps	Stiter	K	Lamb	price	time
10000 	131 	1 	1,0000	937,4765	1.6
10000 	131 	1 	0,5000	931,7290	3.6
10000 	131 	1 	0,1000	932,8535	17.7
10000 	131 	1 	0,0500	928,2465	22.9
10000 	131 	1 	0,0100	929,8270	23.6
10000 	131 	2 	1,0000	942,0225	1.6
10000 	131 	2 	0,5000	937,8610	3.4
10000 	131 	2 	0,1000	933,1485	18.4
10000 	131 	2 	0,0500	927,5525	24.6
10000 	131 	2 	0,0100	939,3590	24.6
10000 	131 	3 	1,0000	945,3295	1.7
10000 	131 	3 	0,5000	927,8465	3.3
10000 	131 	3 	0,1000	931,2115	17.7
10000 	131 	3 	0,0500	937,1730	24.7
10000 	131 	3 	0,0100	937,6145	27.6
10000 	132 	0 	1,0000	931,3720	2.2
10000 	132 	0 	0,5000	926,9435	3.6
10000 	132 	0 	0,1000	927,0940	17.0
10000 	132 	0 	0,0500	925,4575	23.9
10000 	132 	0 	0,0100	926,8240	23.3
10000 	132 	1 	1,0000	937,6845	1.6
10000 	132 	1 	0,5000	927,7635	3.4
10000 	132 	1 	0,1000	927,5740	18.3
10000 	132 	1 	0,0500	930,8050	22.9
10000 	132 	1 	0,0100	925,6325	22.8
10000 	132 	2 	1,0000	943,9640	1.6
10000 	132 	2 	0,5000	936,2605	3.4
10000 	132 	2 	0,1000	935,0460	19.0
10000 	132 	2 	0,0500	933,4540	25.7
10000 	132 	2 	0,0100	937,3455	26.0
10000 	132 	3 	1,0000	946,5975	1.5
10000 	132 	3 	0,5000	936,1680	3.6
10000 	132 	3 	0,1000	934,2875	18.0
10000 	132 	3 	0,0500	936,1210	25.3
10000 	132 	3 	0,0100	943,5505	26.8
10000 	133 	0 	1,0000	932,2350	1.8
10000 	133 	0 	0,5000	928,4520	3.8
10000 	133 	0 	0,1000	926,5870	17.9
10000 	133 	0 	0,0500	925,5695	22.8
10000 	133 	0 	0,0100	928,2630	23.2
10000 	133 	1 	1,0000	937,4980	1.7
10000 	133 	1 	0,5000	934,7720	3.6
10000 	133 	1 	0,1000	931,4295	18.0
10000 	133 	1 	0,0500	932,3085	25.0
10000 	133 	1 	0,0100	927,5900	25.1
10000 	133 	2 	1,0000	948,0430	1.7
10000 	133 	2 	0,5000	933,2940	3.5
10000 	133 	2 	0,1000	934,8865	17.5
10000 	133 	2 	0,0500	935,5425	24.1
10000 	133 	2 	0,0100	937,1615	24.0
10000 	133 	3 	1,0000	944,7610	1.6
10000 	133 	3 	0,5000	939,3700	3.3
10000 	133 	3 	0,1000	933,5820	18.3
10000 	133 	3 	0,0500	939,6015	23.3
10000 	133 	3 	0,0100	937,9950	25.1
10000 	134 	0 	1,0000	930,3445	2.0
10000 	134 	0 	0,5000	926,9470	3.5
10000 	134 	0 	0,1000	923,2875	18.9
10000 	134 	0 	0,0500	925,9880	22.8
10000 	134 	0 	0,0100	925,9455	22.7
10000 	134 	1 	1,0000	939,7845	1.6
10000 	134 	1 	0,5000	931,1245	3.5
10000 	134 	1 	0,1000	927,0425	19.1
10000 	134 	1 	0,0500	932,3595	25.9
10000 	134 	1 	0,0100	931,5125	25.0
10000 	134 	2 	1,0000	941,6910	1.5
10000 	134 	2 	0,5000	932,6475	3.5
10000 	134 	2 	0,1000	932,7565	17.9
10000 	134 	2 	0,0500	931,5520	23.1
10000 	134 	2 	0,0100	940,9005	26.0
10000 	134 	3 	1,0000	947,5670	1.6
10000 	134 	3 	0,5000	934,6105	3.5
10000 	134 	3 	0,1000	928,1195	17.6
10000 	134 	3 	0,0500	932,5480	25.0
10000 	134 	3 	0,0100	934,3550	24.7
10000 	135 	0 	1,0000	931,2335	2.1
10000 	135 	0 	0,5000	927,9700	3.6
10000 	135 	0 	0,1000	923,7645	17.4
10000 	135 	0 	0,0500	925,3275	23.7
10000 	135 	0 	0,0100	927,3415	22.5
10000 	135 	1 	1,0000	936,5085	1.6
10000 	135 	1 	0,5000	931,0005	3.5
10000 	135 	1 	0,1000	928,5790	17.5
10000 	135 	1 	0,0500	928,0750	24.4
10000 	135 	1 	0,0100	929,7780	23.6
10000 	135 	2 	1,0000	947,1420	1.6
10000 	135 	2 	0,5000	935,3440	3.5
10000 	135 	2 	0,1000	936,4600	18.0
10000 	135 	2 	0,0500	931,5160	26.3
10000 	135 	2 	0,0100	932,6740	23.7
10000 	135 	3 	1,0000	945,3170	1.7
10000 	135 	3 	0,5000	939,1215	3.6
10000 	135 	3 	0,1000	938,3920	18.7
10000 	135 	3 	0,0500	935,8695	25.3
10000 	135 	3 	0,0100	943,3685	24.8
10000 	136 	0 	1,0000	931,3080	2.1
10000 	136 	0 	0,5000	927,1055	3.5
10000 	136 	0 	0,1000	924,9910	17.6
10000 	136 	0 	0,0500	926,7215	23.3
10000 	136 	0 	0,0100	925,5725	21.9
10000 	136 	1 	1,0000	940,4640	1.6
10000 	136 	1 	0,5000	932,7650	3.1
10000 	136 	1 	0,1000	927,9110	17.2
10000 	136 	1 	0,0500	928,5160	24.6
10000 	136 	1 	0,0100	928,2280	25.3
10000 	136 	2 	1,0000	943,4980	1.7
10000 	136 	2 	0,5000	932,4575	3.4
10000 	136 	2 	0,1000	934,6365	17.4
10000 	136 	2 	0,0500	934,3490	24.7
10000 	136 	2 	0,0100	931,2095	26.6
10000 	136 	3 	1,0000	942,6955	1.8
10000 	136 	3 	0,5000	933,5895	3.3
10000 	136 	3 	0,1000	932,2490	18.1
10000 	136 	3 	0,0500	932,3605	24.7
10000 	136 	3 	0,0100	936,4700	25.9
10000 	137 	0 	1,0000	931,6405	2.0
10000 	137 	0 	0,5000	929,4085	3.5
10000 	137 	0 	0,1000	925,0025	18.4
10000 	137 	0 	0,0500	925,6000	22.9
10000 	137 	0 	0,0100	924,4495	22.5
10000 	137 	1 	1,0000	938,4700	1.7
10000 	137 	1 	0,5000	929,8750	3.3
10000 	137 	1 	0,1000	930,4035	18.3
10000 	137 	1 	0,0500	927,0545	23.9
10000 	137 	1 	0,0100	931,0370	24.6
10000 	137 	2 	1,0000	943,7335	1.6
10000 	137 	2 	0,5000	936,9925	3.1
10000 	137 	2 	0,1000	932,7835	17.5
10000 	137 	2 	0,0500	931,0470	24.4
10000 	137 	2 	0,0100	934,5975	25.1
10000 	137 	3 	1,0000	945,3075	1.6
10000 	137 	3 	0,5000	934,3070	3.4
10000 	137 	3 	0,1000	937,1520	17.6
10000 	137 	3 	0,0500	933,2955	23.4
10000 	137 	3 	0,0100	945,1120	26.3
10000 	138 	0 	1,0000	933,0665	2.1
10000 	138 	0 	0,5000	927,5840	3.6
10000 	138 	0 	0,1000	925,7260	16.7
10000 	138 	0 	0,0500	924,8620	24.3
10000 	138 	0 	0,0100	923,7635	23.3
10000 	138 	1 	1,0000	937,1700	1.6
10000 	138 	1 	0,5000	932,8705	3.2
10000 	138 	1 	0,1000	925,6210	16.8
10000 	138 	1 	0,0500	927,6160	22.9
10000 	138 	1 	0,0100	929,7495	24.6
10000 	138 	2 	1,0000	944,7650	1.6
10000 	138 	2 	0,5000	938,9040	3.4
10000 	138 	2 	0,1000	931,2150	18.0
10000 	138 	2 	0,0500	934,7640	25.0
10000 	138 	2 	0,0100	935,6895	24.9
10000 	138 	3 	1,0000	947,5705	1.7
10000 	138 	3 	0,5000	939,8385	3.3
10000 	138 	3 	0,1000	932,5630	18.3
10000 	138 	3 	0,0500	930,7080	23.9
10000 	138 	3 	0,0100	942,1810	26.1
10000 	139 	0 	1,0000	931,3970	2.2
10000 	139 	0 	0,5000	927,4640	3.4
10000 	139 	0 	0,1000	926,6885	17.8
10000 	139 	0 	0,0500	925,0740	24.1
10000 	139 	0 	0,0100	927,3125	23.3
10000 	139 	1 	1,0000	938,2005	1.6
10000 	139 	1 	0,5000	928,4990	3.3
10000 	139 	1 	0,1000	928,4905	17.1
10000 	139 	1 	0,0500	931,9535	23.5
10000 	139 	1 	0,0100	931,7410	24.4
10000 	139 	2 	1,0000	942,6305	1.7
10000 	139 	2 	0,5000	938,8700	3.2
10000 	139 	2 	0,1000	935,1990	18.4
10000 	139 	2 	0,0500	930,7350	23.6
10000 	139 	2 	0,0100	933,2160	25.3
10000 	139 	3 	1,0000	945,3995	1.6
10000 	139 	3 	0,5000	937,8505	3.1
10000 	139 	3 	0,1000	933,7760	18.6
10000 	139 	3 	0,0500	933,8880	24.1
10000 	139 	3 	0,0100	943,6775	23.8
10000 	140 	0 	1,0000	929,4965	2.3
10000 	140 	0 	0,5000	928,2910	3.5
10000 	140 	0 	0,1000	926,1895	18.5
10000 	140 	0 	0,0500	928,0890	23.7
10000 	140 	0 	0,0100	924,2915	23.4
10000 	140 	1 	1,0000	936,1405	1.8
10000 	140 	1 	0,5000	933,6945	3.4
10000 	140 	1 	0,1000	931,5300	17.2
10000 	140 	1 	0,0500	929,0545	23.9
10000 	140 	1 	0,0100	928,9030	24.3
10000 	140 	2 	1,0000	941,1195	1.6
10000 	140 	2 	0,5000	937,7585	3.3
10000 	140 	2 	0,1000	931,0985	18.3
10000 	140 	2 	0,0500	935,3250	25.4
10000 	140 	2 	0,0100	939,0395	25.8
10000 	140 	3 	1,0000	947,9235	1.7
10000 	140 	3 	0,5000	934,3215	3.3
10000 	140 	3 	0,1000	938,2640	18.9
10000 	140 	3 	0,0500	935,1660	24.1
10000 	140 	3 	0,0100	938,9495	24.0
10000 	141 	0 	1,0000	932,9935	2.1
10000 	141 	0 	0,5000	928,9255	3.6
10000 	141 	0 	0,1000	925,5745	17.3
10000 	141 	0 	0,0500	924,9350	23.0
10000 	141 	0 	0,0100	926,2500	23.9
10000 	141 	1 	1,0000	935,0075	1.6
10000 	141 	1 	0,5000	931,4350	3.2
10000 	141 	1 	0,1000	929,2035	17.7
10000 	141 	1 	0,0500	925,0135	24.2
10000 	141 	1 	0,0100	927,7760	23.6
10000 	141 	2 	1,0000	948,0235	1.6
10000 	141 	2 	0,5000	930,5715	3.3
10000 	141 	2 	0,1000	936,0960	17.9
10000 	141 	2 	0,0500	938,6140	26.1
10000 	141 	2 	0,0100	940,7320	25.4
10000 	141 	3 	1,0000	943,9670	1.6
10000 	141 	3 	0,5000	938,7540	3.3
10000 	141 	3 	0,1000	937,5650	18.8
10000 	141 	3 	0,0500	931,9190	24.0
10000 	141 	3 	0,0100	945,4445	24.6
10000 	142 	0 	1,0000	930,3050	2.2
10000 	142 	0 	0,5000	927,7430	3.6
10000 	142 	0 	0,1000	925,6490	18.1
10000 	142 	0 	0,0500	926,7085	23.1
10000 	142 	0 	0,0100	925,4635	23.9
10000 	142 	1 	1,0000	935,9305	1.7
10000 	142 	1 	0,5000	929,3985	3.2
10000 	142 	1 	0,1000	932,1285	18.0
10000 	142 	1 	0,0500	931,3200	23.4
10000 	142 	1 	0,0100	928,6320	23.9
10000 	142 	2 	1,0000	937,0400	1.7
10000 	142 	2 	0,5000	935,2740	3.5
10000 	142 	2 	0,1000	940,9345	18.6
10000 	142 	2 	0,0500	930,9680	23.9
10000 	142 	2 	0,0100	937,0140	26.9
10000 	142 	3 	1,0000	946,7990	1.7
10000 	142 	3 	0,5000	930,5380	3.5
10000 	142 	3 	0,1000	935,4490	17.5
10000 	142 	3 	0,0500	939,9700	24.2
10000 	142 	3 	0,0100	945,0575	24.6
10000 	143 	0 	1,0000	931,9305	2.0
10000 	143 	0 	0,5000	927,2585	3.7
10000 	143 	0 	0,1000	924,1450	18.3
10000 	143 	0 	0,0500	925,1335	23.9
10000 	143 	0 	0,0100	924,1655	23.2
10000 	143 	1 	1,0000	938,0735	1.7
10000 	143 	1 	0,5000	929,7965	3.4
10000 	143 	1 	0,1000	931,9970	18.1
10000 	143 	1 	0,0500	929,5875	24.1
10000 	143 	1 	0,0100	928,6740	25.4
10000 	143 	2 	1,0000	951,1550	1.8
10000 	143 	2 	0,5000	934,2595	3.5
10000 	143 	2 	0,1000	930,9160	19.3
10000 	143 	2 	0,0500	927,5090	25.2
10000 	143 	2 	0,0100	933,5020	24.2
10000 	143 	3 	1,0000	948,5385	1.7
10000 	143 	3 	0,5000	934,5005	3.4
10000 	143 	3 	0,1000	933,4255	18.1
10000 	143 	3 	0,0500	934,0890	25.2
10000 	143 	3 	0,0100	939,7395	24.8
10000 	144 	0 	1,0000	931,3615	2.2
10000 	144 	0 	0,5000	927,6605	3.5
10000 	144 	0 	0,1000	926,2155	19.1
10000 	144 	0 	0,0500	925,6890	22.5
10000 	144 	0 	0,0100	926,2920	23.5
10000 	144 	1 	1,0000	939,0080	1.7
10000 	144 	1 	0,5000	926,8615	3.5
10000 	144 	1 	0,1000	929,7965	18.0
10000 	144 	1 	0,0500	926,1105	24.4
10000 	144 	1 	0,0100	929,9285	23.6
10000 	144 	2 	1,0000	941,6975	1.7
10000 	144 	2 	0,5000	937,3110	3.5
10000 	144 	2 	0,1000	934,9700	17.5
10000 	144 	2 	0,0500	929,9370	24.5
10000 	144 	2 	0,0100	934,1130	24.5
10000 	144 	3 	1,0000	946,9040	2.0
10000 	144 	3 	0,5000	935,7265	3.4
10000 	144 	3 	0,1000	937,1205	17.9
10000 	144 	3 	0,0500	934,7735	24.8
10000 	144 	3 	0,0100	943,7855	26.7
10000 	145 	0 	1,0000	930,9840	2.0
10000 	145 	0 	0,5000	927,5350	3.6
10000 	145 	0 	0,1000	922,6890	18.6
10000 	145 	0 	0,0500	924,2360	31.0
10000 	145 	0 	0,0100	927,4805	23.3
10000 	145 	1 	1,0000	937,0620	1.8
10000 	145 	1 	0,5000	927,1520	3.3
10000 	145 	1 	0,1000	928,4930	17.8
10000 	145 	1 	0,0500	929,5580	23.4
10000 	145 	1 	0,0100	926,9470	27.2
10000 	145 	2 	1,0000	942,3605	1.9
10000 	145 	2 	0,5000	934,9795	3.5
10000 	145 	2 	0,1000	932,1460	19.3
10000 	145 	2 	0,0500	937,9615	27.8
10000 	145 	2 	0,0100	933,8825	24.1
10000 	145 	3 	1,0000	940,4425	2.0
10000 	145 	3 	0,5000	930,1570	3.3
10000 	145 	3 	0,1000	940,7170	19.1
10000 	145 	3 	0,0500	933,3735	24.3
10000 	145 	3 	0,0100	946,6755	26.1
10000 	146 	0 	1,0000	930,5270	2.0
10000 	146 	0 	0,5000	928,0875	3.8
10000 	146 	0 	0,1000	926,1340	17.7
10000 	146 	0 	0,0500	925,1360	22.9
10000 	146 	0 	0,0100	924,3815	23.8
10000 	146 	1 	1,0000	936,7950	1.9
10000 	146 	1 	0,5000	933,8175	3.6
10000 	146 	1 	0,1000	929,4705	18.5
10000 	146 	1 	0,0500	925,8350	22.5
10000 	146 	1 	0,0100	926,9455	23.9
10000 	146 	2 	1,0000	940,1660	1.6
10000 	146 	2 	0,5000	930,5295	3.5
10000 	146 	2 	0,1000	934,4115	17.9
10000 	146 	2 	0,0500	930,0405	24.0
10000 	146 	2 	0,0100	937,0955	24.9
10000 	146 	3 	1,0000	948,8280	1.7
10000 	146 	3 	0,5000	934,6180	3.4
10000 	146 	3 	0,1000	932,0165	17.6
10000 	146 	3 	0,0500	932,5755	25.2
10000 	146 	3 	0,0100	945,1465	25.6
10000 	147 	0 	1,0000	930,7100	2.0
10000 	147 	0 	0,5000	925,8720	3.7
10000 	147 	0 	0,1000	924,7440	17.7
10000 	147 	0 	0,0500	923,3525	24.0
10000 	147 	0 	0,0100	926,0640	23.4
10000 	147 	1 	1,0000	937,2470	2.0
10000 	147 	1 	0,5000	928,5930	3.6
10000 	147 	1 	0,1000	930,4470	19.1
10000 	147 	1 	0,0500	924,9920	25.0
10000 	147 	1 	0,0100	929,0325	25.9
10000 	147 	2 	1,0000	944,6025	1.9
10000 	147 	2 	0,5000	935,2530	3.7
10000 	147 	2 	0,1000	929,6700	19.9
10000 	147 	2 	0,0500	934,5720	26.4
10000 	147 	2 	0,0100	932,7180	26.3
10000 	147 	3 	1,0000	940,5795	1.8
10000 	147 	3 	0,5000	935,5135	3.6
10000 	147 	3 	0,1000	933,9815	19.6
10000 	147 	3 	0,0500	930,9315	24.3
10000 	147 	3 	0,0100	948,2050	24.7
10000 	148 	0 	1,0000	929,6270	2.2
10000 	148 	0 	0,5000	926,9930	3.8
10000 	148 	0 	0,1000	925,4575	18.1
10000 	148 	0 	0,0500	925,2940	24.2
10000 	148 	0 	0,0100	926,3365	23.7
10000 	148 	1 	1,0000	935,7125	1.8
10000 	148 	1 	0,5000	927,9970	3.8
10000 	148 	1 	0,1000	931,0960	17.8
10000 	148 	1 	0,0500	930,8915	26.4
10000 	148 	1 	0,0100	935,2505	25.3
10000 	148 	2 	1,0000	942,0180	1.8
10000 	148 	2 	0,5000	937,2445	3.8
10000 	148 	2 	0,1000	937,2890	18.4
10000 	148 	2 	0,0500	934,7400	24.2
10000 	148 	2 	0,0100	934,7305	25.9
10000 	148 	3 	1,0000	946,8150	1.8
10000 	148 	3 	0,5000	936,4635	3.6
10000 	148 	3 	0,1000	940,7960	19.4
10000 	148 	3 	0,0500	930,6500	24.2
10000 	148 	3 	0,0100	944,1285	24.0
10000 	149 	0 	1,0000	930,2500	2.3
10000 	149 	0 	0,5000	928,3435	3.6
10000 	149 	0 	0,1000	925,6520	18.1
10000 	149 	0 	0,0500	925,6400	23.4
10000 	149 	0 	0,0100	926,9135	22.6
10000 	149 	1 	1,0000	936,0475	1.8
10000 	149 	1 	0,5000	930,2975	3.4
10000 	149 	1 	0,1000	930,4815	18.4
10000 	149 	1 	0,0500	931,3630	23.2
10000 	149 	1 	0,0100	930,3890	24.4
10000 	149 	2 	1,0000	944,9000	1.8
10000 	149 	2 	0,5000	935,9300	3.5
10000 	149 	2 	0,1000	932,7695	17.4
10000 	149 	2 	0,0500	938,7125	26.4
10000 	149 	2 	0,0100	936,0975	24.5
10000 	149 	3 	1,0000	940,7905	1.8
10000 	149 	3 	0,5000	935,1080	3.6
10000 	149 	3 	0,1000	935,7435	18.3
10000 	149 	3 	0,0500	937,3700	23.6
10000 	149 	3 	0,0100	944,7415	24.5
10000 	150 	0 	1,0000	932,9435	1.9
10000 	150 	0 	0,5000	927,4550	3.5
10000 	150 	0 	0,1000	923,1470	18.0
10000 	150 	0 	0,0500	924,9540	23.4
10000 	150 	0 	0,0100	925,3870	23.4
10000 	150 	1 	1,0000	940,3225	1.5
10000 	150 	1 	0,5000	929,3205	3.1
10000 	150 	1 	0,1000	925,4960	17.8
10000 	150 	1 	0,0500	925,2710	25.8
10000 	150 	1 	0,0100	929,4115	24.0
10000 	150 	2 	1,0000	946,4395	1.3
10000 	150 	2 	0,5000	934,8455	3.2
10000 	150 	2 	0,1000	935,4545	19.2
10000 	150 	2 	0,0500	933,0385	24.9
10000 	150 	2 	0,0100	938,3655	24.7
10000 	150 	3 	1,0000	948,1460	1.4
10000 	150 	3 	0,5000	938,7815	3.1
10000 	150 	3 	0,1000	930,5230	17.5
10000 	150 	3 	0,0500	935,8415	25.7
10000 	150 	3 	0,0100	942,6415	25.6
10000 	151 	0 	1,0000	931,2060	1.9
10000 	151 	0 	0,5000	927,5585	3.5
10000 	151 	0 	0,1000	925,2135	17.8
10000 	151 	0 	0,0500	926,4905	24.4
10000 	151 	0 	0,0100	924,5960	22.6
10000 	151 	1 	1,0000	937,2660	1.5
10000 	151 	1 	0,5000	931,7715	3.3
10000 	151 	1 	0,1000	930,1775	18.1
10000 	151 	1 	0,0500	930,3725	22.7
10000 	151 	1 	0,0100	930,5900	25.1
10000 	151 	2 	1,0000	946,8795	1.4
10000 	151 	2 	0,5000	938,3955	3.3
10000 	151 	2 	0,1000	936,3200	18.9
10000 	151 	2 	0,0500	932,8725	24.2
10000 	151 	2 	0,0100	938,9775	24.9
10000 	151 	3 	1,0000	945,3230	1.4
10000 	151 	3 	0,5000	941,5485	3.2
10000 	151 	3 	0,1000	937,4430	18.2
10000 	151 	3 	0,0500	935,5065	23.4
10000 	151 	3 	0,0100	938,9940	24.8
10000 	152 	0 	1,0000	933,4110	2.1
10000 	152 	0 	0,5000	929,1405	3.3
10000 	152 	0 	0,1000	927,7370	18.0
10000 	152 	0 	0,0500	926,5930	23.0
10000 	152 	0 	0,0100	926,7235	24.3
10000 	152 	1 	1,0000	936,0950	1.5
10000 	152 	1 	0,5000	930,9135	3.2
10000 	152 	1 	0,1000	929,5045	18.2
10000 	152 	1 	0,0500	928,1030	24.1
10000 	152 	1 	0,0100	927,0325	23.7
10000 	152 	2 	1,0000	948,8125	1.6
10000 	152 	2 	0,5000	935,2700	3.1
10000 	152 	2 	0,1000	938,0920	18.4
10000 	152 	2 	0,0500	934,7425	24.4
10000 	152 	2 	0,0100	934,6805	24.5
10000 	152 	3 	1,0000	951,3540	1.4
10000 	152 	3 	0,5000	937,3085	3.4
10000 	152 	3 	0,1000	937,3030	17.5
10000 	152 	3 	0,0500	933,9925	25.6
10000 	152 	3 	0,0100	937,9940	24.8
10000 	153 	0 	1,0000	931,1435	2.0
10000 	153 	0 	0,5000	927,9915	3.3
10000 	153 	0 	0,1000	926,8240	17.6
10000 	153 	0 	0,0500	924,7530	23.8
10000 	153 	0 	0,0100	925,5005	23.2
10000 	153 	1 	1,0000	935,8875	1.5
10000 	153 	1 	0,5000	932,4330	3.3
10000 	153 	1 	0,1000	929,6945	21.0
10000 	153 	1 	0,0500	927,6275	24.5
10000 	153 	1 	0,0100	929,4245	27.8
10000 	153 	2 	1,0000	945,3800	1.7
10000 	153 	2 	0,5000	936,5010	3.8
10000 	153 	2 	0,1000	933,9465	20.4
10000 	153 	2 	0,0500	938,8540	26.2
10000 	153 	2 	0,0100	933,2290	31.3
10000 	153 	3 	1,0000	946,5030	1.5
10000 	153 	3 	0,5000	942,3010	3.7
10000 	153 	3 	0,1000	933,9380	18.4
10000 	153 	3 	0,0500	933,2265	27.9
10000 	153 	3 	0,0100	943,2840	26.9
10000 	154 	0 	1,0000	931,6525	2.9
10000 	154 	0 	0,5000	926,4750	4.9
10000 	154 	0 	0,1000	925,8900	30.8
10000 	154 	0 	0,0500	926,1620	31.2
10000 	154 	0 	0,0100	926,9445	28.9
10000 	154 	1 	1,0000	941,4455	1.5
10000 	154 	1 	0,5000	929,3215	3.4
10000 	154 	1 	0,1000	925,2440	18.8
10000 	154 	1 	0,0500	925,6450	25.0
10000 	154 	1 	0,0100	930,7445	25.3
10000 	154 	2 	1,0000	947,2400	1.5
10000 	154 	2 	0,5000	942,5580	3.4
10000 	154 	2 	0,1000	932,4290	18.2
10000 	154 	2 	0,0500	937,9795	31.1
10000 	154 	2 	0,0100	939,9430	42.6
10000 	154 	3 	1,0000	950,1570	2.1
10000 	154 	3 	0,5000	941,5370	5.3
10000 	154 	3 	0,1000	935,1140	20.0
10000 	154 	3 	0,0500	934,9505	25.1
10000 	154 	3 	0,0100	934,3930	24.2
10000 	155 	0 	1,0000	929,7185	1.9
10000 	155 	0 	0,5000	927,5285	3.6
10000 	155 	0 	0,1000	925,1500	17.4
10000 	155 	0 	0,0500	925,6850	22.7
10000 	155 	0 	0,0100	925,1770	24.2
10000 	155 	1 	1,0000	939,8460	1.6
10000 	155 	1 	0,5000	933,5795	3.6
10000 	155 	1 	0,1000	932,6615	18.2
10000 	155 	1 	0,0500	926,6915	26.5
10000 	155 	1 	0,0100	930,2310	23.2
10000 	155 	2 	1,0000	944,4925	1.5
10000 	155 	2 	0,5000	938,0940	3.3
10000 	155 	2 	0,1000	932,2620	18.4
10000 	155 	2 	0,0500	934,9365	25.6
10000 	155 	2 	0,0100	935,9785	25.2
10000 	155 	3 	1,0000	951,1785	1.6
10000 	155 	3 	0,5000	936,7995	3.5
10000 	155 	3 	0,1000	933,1015	19.1
10000 	155 	3 	0,0500	936,3840	24.1
10000 	155 	3 	0,0100	944,4185	26.8
10000 	156 	0 	1,0000	931,6145	2.1
10000 	156 	0 	0,5000	924,9040	3.3
10000 	156 	0 	0,1000	924,9630	17.6
10000 	156 	0 	0,0500	927,5755	23.9
10000 	156 	0 	0,0100	927,8470	22.9
10000 	156 	1 	1,0000	942,0130	1.5
10000 	156 	1 	0,5000	924,9160	3.2
10000 	156 	1 	0,1000	928,8350	17.9
10000 	156 	1 	0,0500	931,1960	25.0
10000 	156 	1 	0,0100	930,4915	25.6
10000 	156 	2 	1,0000	945,0775	1.5
10000 	156 	2 	0,5000	937,5025	3.3
10000 	156 	2 	0,1000	934,0925	17.8
10000 	156 	2 	0,0500	933,8710	25.3
10000 	156 	2 	0,0100	939,3315	24.4
10000 	156 	3 	1,0000	943,3585	1.5
10000 	156 	3 	0,5000	939,1755	3.3
10000 	156 	3 	0,1000	936,2755	18.2
10000 	156 	3 	0,0500	931,5795	24.5
10000 	156 	3 	0,0100	946,0825	26.9
10000 	157 	0 	1,0000	930,2235	2.1
10000 	157 	0 	0,5000	926,0080	3.7
10000 	157 	0 	0,1000	924,4805	17.9
10000 	157 	0 	0,0500	926,6840	23.4
10000 	157 	0 	0,0100	926,2990	23.5
10000 	157 	1 	1,0000	940,6630	1.6
10000 	157 	1 	0,5000	930,3460	3.4
10000 	157 	1 	0,1000	932,5930	19.2
10000 	157 	1 	0,0500	930,4005	24.0
10000 	157 	1 	0,0100	926,1345	24.5
10000 	157 	2 	1,0000	937,1310	1.6
10000 	157 	2 	0,5000	935,5875	3.7
10000 	157 	2 	0,1000	934,6760	18.3
10000 	157 	2 	0,0500	932,0165	23.8
10000 	157 	2 	0,0100	937,7225	25.2
10000 	157 	3 	1,0000	944,8800	1.6
10000 	157 	3 	0,5000	936,4440	3.3
10000 	157 	3 	0,1000	935,5850	19.3
10000 	157 	3 	0,0500	935,4250	24.4
10000 	157 	3 	0,0100	940,8420	25.0
10000 	158 	0 	1,0000	933,5305	2.0
10000 	158 	0 	0,5000	926,9920	3.6
10000 	158 	0 	0,1000	927,8440	18.3
10000 	158 	0 	0,0500	926,7490	22.3
10000 	158 	0 	0,0100	923,7480	23.6
10000 	158 	1 	1,0000	936,1630	1.6
10000 	158 	1 	0,5000	933,8535	3.5
10000 	158 	1 	0,1000	927,6260	18.1
10000 	158 	1 	0,0500	927,3720	23.6
10000 	158 	1 	0,0100	926,1210	23.3
10000 	158 	2 	1,0000	946,6975	1.6
10000 	158 	2 	0,5000	934,6680	3.3
10000 	158 	2 	0,1000	932,2445	18.1
10000 	158 	2 	0,0500	934,5040	24.3
10000 	158 	2 	0,0100	937,9845	26.7
10000 	158 	3 	1,0000	944,2465	1.5
10000 	158 	3 	0,5000	937,4445	3.5
10000 	158 	3 	0,1000	936,0785	19.7
10000 	158 	3 	0,0500	939,1510	24.5
10000 	158 	3 	0,0100	938,4185	24.9
10000 	159 	0 	1,0000	929,8955	1.8
10000 	159 	0 	0,5000	928,1690	3.6
10000 	159 	0 	0,1000	926,4025	17.7
10000 	159 	0 	0,0500	926,8010	22.3
10000 	159 	0 	0,0100	925,3890	23.6
10000 	159 	1 	1,0000	939,9905	1.6
10000 	159 	1 	0,5000	930,6660	3.2
10000 	159 	1 	0,1000	929,2810	17.8
10000 	159 	1 	0,0500	929,8530	23.1
10000 	159 	1 	0,0100	930,9790	25.3
10000 	159 	2 	1,0000	942,8215	1.5
10000 	159 	2 	0,5000	938,6835	3.4
10000 	159 	2 	0,1000	935,2305	18.3
10000 	159 	2 	0,0500	933,6645	24.5
10000 	159 	2 	0,0100	937,1830	25.5
10000 	159 	3 	1,0000	948,9650	1.6
10000 	159 	3 	0,5000	936,2975	3.4
10000 	159 	3 	0,1000	941,8000	18.8
10000 	159 	3 	0,0500	932,6890	24.0
10000 	159 	3 	0,0100	945,3635	25.0
10000 	160 	0 	1,0000	932,8955	2.1
10000 	160 	0 	0,5000	929,3460	3.7
